"student<br><span style='font-size:14px'>Every year, families argue about the same question: should a <b>student</b> choose the subject they love, or the one that leads to a secure job?</span>",n. ★学生 / 大学生 / 研究者<br>每年，家家户户都在争论同一个问题：学生该选自己喜欢的专业，还是选好就业的那个？<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>college student 大学生,A
"people<br><span style='font-size:14px'>to the question ""will I regret leaving it? <b>People</b> are not irrational to enjoy a bargain.</span>",n. ★人们 / 人民 / 民族 / 国民 / 家人<br>人们喜欢捡便宜并不算不理性。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>young people 年轻人,A
with<br><span style='font-size:14px'>Conservationists sometimes regard such arrangements as a compromise <b>with</b> principle.</span>,prep. ★和…一起 / 具有 / 用 / 由于<br>环保人士有时认为这种安排是对原则的妥协。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>along with 连同,A
"them<br><span style='font-size:14px'>People share material that expresses emotion, and rumours tend to be written in emotional language, whereas corrections are sober and careful, which makes <b>them</b> far less attractive.</span>",pron. ★他们 / 她们 / 它们<br>人们会转发带有情绪的内容，而谣言往往用情绪化的语言写成，相比之下辟谣文字克制而谨慎，吸引力就差得多。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"can<br><span style='font-size:14px'>Experiments show that customers are more likely to buy when they <b>can</b> see the comparison, even when the so-called original price was never actually charged.</span>",v./aux. ★能 / 可以 / 可能<br>实验表明，只要能看到对照，顾客就更可能下单，哪怕那个所谓的原价其实从未真正收过。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
from<br><span style='font-size:14px'>Economists call this the transaction utility: the pleasure comes not <b>from</b> the object but from the bargain itself.</span>,"prep. ★从 / 来自 / 由于<br>经济学家称之为交易效用：快感不来自商品本身，而来自""捡了便宜""这件事。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>apart from 除…之外",A
"year<br><span style='font-size:14px'>Where villagers are employed as guides, or where a proportion of the entrance fee is returned to the community, attitudes change within a few <b>years</b>, and local residents begin to report illegal hunting themselves.</span>",n. ★年 / 年份 / 学年 / 岁<br>在村民被雇来做导游、或门票收入有一部分返还给社区的地方，几年之内态度就会转变，当地居民甚至会主动举报非法狩猎。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>over the years 多年来,A
this<br><span style='font-size:14px'>Economists call <b>this</b> the transaction utility: the pleasure comes not from the object but from the bargain itself.</span>,"adj./pron. ★这 / 这个 / 这样<br>经济学家称之为交易效用：快感不来自商品本身，而来自""捡了便宜""这件事。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—",A
"time<br><span style='font-size:14px'>For routine matters, such as renewing a prescription or discussing test results, the telephone or a video call is clearly sufficient, and it saves both the patient and the hospital a great deal of <b>time</b>.</span>","n. ★时间 / 次,回 / 时代 / 时机 / 倍数<br>对于续方、讨论检查结果这类常规事务，电话或视频显然已经足够，而且为病人和医院都省下大量时间。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>at the same time 同时",A
"were<br><span style='font-size:14px'>Nature reserves are usually drawn on maps as if the land <b>were</b> empty, but in most cases people have lived on it for generations.</span>",v./aux. ★是(be 的过去式复数)<br>自然保护区在地图上画出来时，那片土地仿佛是空的，但在多数情况下，人们已经在那里世代居住。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
"when<br><span style='font-size:14px'>Experiments show that customers are more likely to buy <b>when</b> they can see the comparison, even when the so-called original price was never actually charged.</span>",adv./conj. ★什么时候 / 当…时 / 虽然<br>实验表明，只要能看到对照，顾客就更可能下单，哪怕那个所谓的原价其实从未真正收过。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"become<br><span style='font-size:14px'>Interest, meanwhile, has a practical value that is easy to overlook: students who are genuinely curious study harder, absorb material faster, and are more willing to persist when a course <b>becomes</b> difficult.</span>","v. ★变成,成为 / 变得 / 适合<br>与此同时，兴趣有一种容易被忽视的实用价值：真正好奇的学生学得更投入、吸收更快，也更愿意在课程变难时坚持下去。<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>become aware of 意识到",A
"city<br><span style='font-size:14px'>Telemedicine expanded rapidly when patients could not visit clinics, and many of them discovered that a consultation conducted from home was more convenient than a journey across the <b>city</b> followed by an hour in a waiting room.</span>","n. ★城市,都市 / 全市居民<br>当病人无法到诊所时，远程医疗迅速铺开，许多病人发现在家问诊，比横穿城市再在候诊室坐上一小时要方便得多。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>city centre 市中心",A
"was<br><span style='font-size:14px'>Experiments show that customers are more likely to buy when they can see the comparison, even when the so-called original price <b>was</b> never actually charged.</span>",v./aux. ★是(be 的过去式单数)<br>实验表明，只要能看到对照，顾客就更可能下单，哪怕那个所谓的原价其实从未真正收过。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"which<br><span style='font-size:14px'>Retailers understand the mechanism perfectly, <b>which</b> is why the original price is almost always displayed beside the reduced one.</span>",pron./adj. ★哪一个 / …的那个 / 关系代词<br>零售商对这套机制了如指掌，所以降价旁边几乎总会标出原价。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"because<br><span style='font-size:14px'>Shoppers who would ignore an item at its original price suddenly want it, not <b>because</b> they need it but because they feel they would be foolish to miss the opportunity.</span>",conj. ★因为 / 由于<br>按原价时根本不会看一眼的购物者，突然就想要了，不是因为需要，而是因为觉得错过这个机会太蠢。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>because of 因为,A
"find<br><span style='font-size:14px'>When a reserve is created, those residents may suddenly <b>find</b> that the activities which fed their families are now forbidden, while the animals they were asked to protect destroy their crops.</span>",v./n. ★找到 / 发现 / 认为 / 感到 / 裁决 / 发现物<br>保护区一设立，这些居民可能突然发现，养活一家人的营生现在被禁止了，而他们被要求保护的动物却毁了他们的庄稼。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>find out 查明,A
"rather<br><span style='font-size:14px'>A sensible approach is to treat employment data as information <b>rather</b> than as an instruction, and to ask how a subject can be combined with skills that employers value, such as writing clearly, analysing data or speaking another language.</span>",adv. ★相当 / 宁愿 / 更确切地说<br>明智的做法是把就业数据当作信息而不是指令，并思考如何把一个专业与雇主看重的能力结合起来，比如写得清楚、会分析数据或会说一门外语。<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>rather than 而不是,A
"should<br><span style='font-size:14px'>Every year, families argue about the same question: <b>should</b> a student choose the subject they love, or the one that leads to a secure job?</span>",v./aux. ★应该 / 应当 / 万一<br>每年，家家户户都在争论同一个问题：学生该选自己喜欢的专业，还是选好就业的那个？<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
also<br><span style='font-size:14px'>Projects that have succeeded tend to share one feature: the people who bear the cost <b>also</b> receive a share of the benefit.</span>,adv. ★也 / 而且 / 此外<br>凡是成功的项目往往有一个共同点：承担代价的人也能分到好处。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>not only...but also 不仅…而且,A
"work<br><span style='font-size:14px'>Graduates who selected a subject mainly because of its employment prospects are not necessarily happier in their <b>work</b>, and a substantial proportion of them leave the field within five years.</span>",n./v. ★工作 / 职业 / 作品 / 起作用 / 运转<br>主要因为就业前景而选择专业的毕业生，工作时未必更开心，其中相当大一部分人在五年内就离开了这个领域。<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>at work 在工作,A
"many<br><span style='font-size:14px'>Telemedicine expanded rapidly when patients could not visit clinics, and <b>many</b> of them discovered that a consultation conducted from home was more convenient than a journey across the city followed by an hour in a waiting room.</span>",adj./pron. ★许多的 / 许多<br>当病人无法到诊所时，远程医疗迅速铺开，许多病人发现在家问诊，比横穿城市再在候诊室坐上一小时要方便得多。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>many a 许多,A
"most<br><span style='font-size:14px'>Nature reserves are usually drawn on maps as if the land were empty, but in <b>most</b> cases people have lived on it for generations.</span>",adj./adv. ★大多数的 / 最 / 非常<br>自然保护区在地图上画出来时，那片土地仿佛是空的，但在多数情况下，人们已经在那里世代居住。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>most of all 最重要的是,A
"now<br><span style='font-size:14px'>When a reserve is created, those residents may suddenly find that the activities which fed their families are <b>now</b> forbidden, while the animals they were asked to protect destroy their crops.</span>",adv. ★现在 / 此刻 / 如今<br>保护区一设立，这些居民可能突然发现，养活一家人的营生现在被禁止了，而他们被要求保护的动物却毁了他们的庄稼。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>for now 目前,A
"one<br><span style='font-size:14px'>Retailers understand the mechanism perfectly, which is why the original price is almost always displayed beside the reduced <b>one</b>.</span>",num./pron. ★一个 / 某个 / 人们<br>零售商对这套机制了如指掌，所以降价旁边几乎总会标出原价。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>one by one 一个接一个,A
"study<br><span style='font-size:14px'>A <b>study</b> that examined millions of messages shared online reached an uncomfortable conclusion: false information travels faster, further and deeper than accurate information.</span>",n./v. ★学习 / 研究 / 书房 / 仔细察看<br>一项研究了数百万条网络转发信息的研究，得出了一个令人不安的结论：虚假信息比真实信息传得更快、更远、更深。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>a study of 一项关于…的研究,A
"had<br><span style='font-size:14px'>Music is slower at weekends, when shoppers are less hurried and therefore more likely to buy things they <b>had</b> not planned.</span>",v./aux. ★有(have 的过去式) / 构成过去完成时<br>周末的音乐节奏更慢，因为那时购物者不赶时间，更容易买下原本没打算买的东西。<br><i>2022年12月 第1套 · 仔细阅读 · Passage One</i><br>had better 最好,A
"will<br><span style='font-size:14px'>to the question ""<b>will</b> I regret leaving it? People are not irrational to enjoy a bargain.</span>",v./aux. ★将 / 会 / 愿意<br>人们喜欢捡便宜并不算不理性。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"change<br><span style='font-size:14px'>Where villagers are employed as guides, or where a proportion of the entrance fee is returned to the community, attitudes <b>change</b> within a few years, and local residents begin to report illegal hunting themselves.</span>",n./v. ★变化 / 零钱 / 改变 / 更换<br>在村民被雇来做导游、或门票收入有一部分返还给社区的地方，几年之内态度就会转变，当地居民甚至会主动举报非法狩猎。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>climate change 气候变化,A
some<br><span style='font-size:14px'>Doctors also report that <b>some</b> patients speak more frankly in their own living rooms than they do in a consulting room.</span>,adj./pron. ★一些 / 某个 / 大约<br>医生还反映，有些病人在自家客厅里说得比在诊室里更坦率。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>some day 有一天,A
"would<br><span style='font-size:14px'>Shoppers who <b>would</b> ignore an item at its original price suddenly want it, not because they need it but because they feel they would be foolish to miss the opportunity.</span>",v./aux. ★将会 / 愿意 / 常常<br>按原价时根本不会看一眼的购物者，突然就想要了，不是因为需要，而是因为觉得错过这个机会太蠢。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>would like 想要,A
"those<br><span style='font-size:14px'>When a reserve is created, <b>those</b> residents may suddenly find that the activities which fed their families are now forbidden, while the animals they were asked to protect destroy their crops.</span>",adj./pron. ★那些<br>保护区一设立，这些居民可能突然发现，养活一家人的营生现在被禁止了，而他们被要求保护的动物却毁了他们的庄稼。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
"hour<br><span style='font-size:14px'>Telemedicine expanded rapidly when patients could not visit clinics, and many of them discovered that a consultation conducted from home was more convenient than a journey across the city followed by an <b>hour</b> in a waiting room.</span>","n. ★小时 / 时间,时刻 / 课时 / 固定时间<br>当病人无法到诊所时，远程医疗迅速铺开，许多病人发现在家问诊，比横穿城市再在候诊室坐上一小时要方便得多。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>rush hour 高峰时段",A
"how<br><span style='font-size:14px'>Researchers measured this by comparing <b>how</b> novel each message was, and found that falsehoods were consistently rated as more unexpected.</span>",adv. ★怎样 / 多么 / 如何<br>研究人员通过衡量每条信息的新奇程度测出了这一点，发现虚假信息一贯被评为更出人意料。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>how about 怎么样,A
"may<br><span style='font-size:14px'>When a reserve is created, those residents <b>may</b> suddenly find that the activities which fed their families are now forbidden, while the animals they were asked to protect destroy their crops.</span>",v./aux. ★可以 / 可能 / 也许<br>保护区一设立，这些居民可能突然发现，养活一家人的营生现在被禁止了，而他们被要求保护的动物却毁了他们的庄稼。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
"other<br><span style='font-size:14px'>They are the ones who found something they were willing to work at, and then made sure that <b>other</b> people could see the value of it.</span>",adj./pron. ★其他的 / 另外的 / 另一个<br>他们是找到了自己愿意下功夫的事，又确保别人能看到这件事的价值的人。<br><i>2021年6月 第1套 · 仔细阅读 · Passage Two</i><br>each other 互相,A
"part<br><span style='font-size:14px'>Grades tend to rise, <b>partly</b> because students are assessed on their best work rather than their worst day, but employers sometimes complain that they can no longer compare graduates from different institutions.</span>",n. ★部分 / 角色 / 零件 / 地区 / 参与<br>成绩往往会上升，部分原因是学生按最好的表现而不是最糟的一天被评价，但雇主有时会抱怨他们再也无法比较不同学校的毕业生。<br><i>2023年12月 第1套 · 仔细阅读 · Passage One</i><br>take part in 参加,A
"say<br><span style='font-size:14px'>A large proportion of employees under thirty now <b>say</b> they prefer to remain with their current employer, even when they receive offers that pay more.</span>","v. ★说,讲 / 表明 / 据说<br>如今三十岁以下员工中有很大一部分表示，即使收到薪水更高的录用通知，他们也愿意留在现在的雇主这里。<br><i>2023年3月 第1套 · 仔细阅读 · Passage One</i><br>that is to say 也就是说",A
"use<br><span style='font-size:14px'>Pupils who were praised for the method they <b>used</b>, or for the effort they had made, behaved in the opposite way: they selected harder problems and persisted longer when the work became difficult.</span>",v./n. ★使用 / 利用 / 用途<br>而因所用方法或所付出努力受到表扬的学生，表现恰恰相反：他们选更难的题目，并且在变难时坚持得更久。<br><i>2022年6月 第1套 · 仔细阅读 · Passage One</i><br>make use of 利用,A
"what<br><span style='font-size:14px'>It is that a rumour is usually more surprising than the truth, and surprise is <b>what</b> makes something worth passing on.</span>",pron./adj. ★什么 / …的 / 多么<br>而是谣言通常比真相更让人意外，而意外正是值得转发出去的东西。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"about<br><span style='font-size:14px'>A story <b>about</b> an ordinary event produces no desire to share it, while a story that seems incredible demands an audience.</span>",prep./adv. ★关于 / 大约 / 到处<br>一件平常事不会产生分享的欲望，而一个听起来不可思议的故事却非要有人听不可。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>be about to 即将,A
"child<br><span style='font-size:14px'>Items that generate the highest profit are positioned at eye level, while cheaper alternatives are placed on the lowest shelves, where adults rarely look and <b>children</b> do.</span>","n. ★儿童,小孩 / 子女 / 产物<br>利润最高的商品被摆在视线高度，而便宜的替代品被放在最低一层，成年人很少往那里看，孩子倒是看得到。<br><i>2022年12月 第1套 · 仔细阅读 · Passage One</i><br>only child 独生子女",A
"few<br><span style='font-size:14px'>Where villagers are employed as guides, or where a proportion of the entrance fee is returned to the community, attitudes change within a <b>few</b> years, and local residents begin to report illegal hunting themselves.</span>",adj./pron. ★很少的 / 不多的 / 几个<br>在村民被雇来做导游、或门票收入有一部分返还给社区的地方，几年之内态度就会转变，当地居民甚至会主动举报非法狩猎。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>a few 几个,A
learn<br><span style='font-size:14px'>The difference lies in what the child <b>learns</b> to believe.</span>,v. ★学习 / 得知 / 记住<br>差别在于孩子由此学会了相信什么。<br><i>2022年6月 第1套 · 仔细阅读 · Passage One</i><br>learn from 向…学习,A
"make<br><span style='font-size:14px'>It is that a rumour is usually more surprising than the truth, and surprise is what <b>makes</b> something worth passing on.</span>","v. ★使得,让 / 做,制造 / 成为 / 构成<br>而是谣言通常比真相更让人意外，而意外正是值得转发出去的东西。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>make sure 确保",A
"report<br><span style='font-size:14px'>Where villagers are employed as guides, or where a proportion of the entrance fee is returned to the community, attitudes change within a few years, and local residents begin to <b>report</b> illegal hunting themselves.</span>","n./v. ★报告,报道 / 汇报 / 举报 / 传闻<br>在村民被雇来做导游、或门票收入有一部分返还给社区的地方，几年之内态度就会转变，当地居民甚至会主动举报非法狩猎。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>report on 报道",A
"require<br><span style='font-size:14px'>Critics reply that the layout is designed to defeat self-control, and several countries have discussed regulations <b>requiring</b> stores to place healthy food in prominent positions.</span>","v. ★需要 / 要求,规定<br>批评者则反驳说，这种布局就是设计来打败自制力的，一些国家已经在讨论立法，要求商店把健康食品放在显眼位置。<br><i>2022年12月 第1套 · 仔细阅读 · Passage One</i><br>require sb to do 要求某人做",A
"several<br><span style='font-size:14px'>Unsurprisingly, resentment follows, and in <b>several</b> countries poaching increased after protection was introduced.</span>",adj./pron. ★几个 / 若干<br>怨恨随之而来，毫不意外，在几个国家，保护措施出台后偷猎反而增加了。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
"suggest<br><span style='font-size:14px'>Studies <b>suggest</b> that even a brief pause, prompted by a simple question, reduces the number of false stories people forward.</span>","v. ★建议,提议 / 暗示 / 表明 / 使想起<br>研究表明，哪怕只是由一个简单问题引发的短暂停顿，就能减少人们转发的假消息数量。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>suggest doing 建议做",A
"these<br><span style='font-size:14px'>Supermarkets defend <b>these</b> techniques as a service to customers, arguing that a logical arrangement helps people find what they need.</span>",adj./pron. ★这些<br>超市为这些手法辩护，称这是对顾客的服务，认为符合逻辑的摆放有助于人们找到需要的东西。<br><i>2022年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"help<br><span style='font-size:14px'>Supermarkets defend these techniques as a service to customers, arguing that a logical arrangement <b>helps</b> people find what they need.</span>",v./n. ★帮助 / 有助于 / 帮手<br>超市为这些手法辩护，称这是对顾客的服务，认为符合逻辑的摆放有助于人们找到需要的东西。<br><i>2022年12月 第1套 · 仔细阅读 · Passage One</i><br>help oneself 自便,A
"far<br><span style='font-size:14px'>A study that examined millions of messages shared online reached an uncomfortable conclusion: false information travels faster, <b>further</b> and deeper than accurate information.</span>","adv./adj. ★远 / 很,非常 / 远的<br>一项研究了数百万条网络转发信息的研究，得出了一个令人不安的结论：虚假信息比真实信息传得更快、更远、更深。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>so far 到目前为止",A
"new<br><span style='font-size:14px'>Critics warn, however, that <b>new</b> parks can raise property prices and push poorer residents out of the neighbourhood they were meant to serve.</span>",adj. ★新的 / 新鲜的 / 新来的<br>然而批评者提醒，新建公园会推高房价，把本该受益的较贫穷居民挤出这个街区。<br><i>2023年12月 第1套 · 仔细阅读 · Passage Two</i><br>brand new 全新的,A
"often<br><span style='font-size:14px'>A physician cannot examine an abdomen, feel a lump or observe how a patient walks down a corridor through a screen, and these physical signs are <b>often</b> what reveal a serious condition.</span>",adv. ★经常 / 常常<br>医生无法隔着屏幕按压腹部、摸到肿块，或观察病人如何走过走廊，而这些体征往往正是发现重病的线索。<br><i>2022年12月 第1套 · 仔细阅读 · Passage Two</i><br>how often 多久一次,A
"problem<br><span style='font-size:14px'>The <b>problem</b> cannot be solved by deleting rumours alone, because the demand for surprising stories remains.</span>","n. ★问题,难题 / 习题<br>仅靠删除谣言解决不了问题，因为对离奇故事的需求还在。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>solve a problem 解决问题",A
such<br><span style='font-size:14px'>Conservationists sometimes regard <b>such</b> arrangements as a compromise with principle.</span>,adj./pron. ★这样的 / 上述的 / 如此的<br>环保人士有时认为这种安排是对原则的妥协。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>such as 例如,A
"teacher<br><span style='font-size:14px'>Parents and <b>teachers</b> are constantly advised to praise children, and the advice is seldom questioned.</span>","n. ★教师,老师 / 导师<br>家长和老师不断被建议要多表扬孩子，而这条建议很少被质疑。<br><i>2022年6月 第1套 · 仔细阅读 · Passage One</i><br>head teacher 校长",A
"been<br><span style='font-size:14px'>In one study, pupils who were told they were clever after solving a simple puzzle later chose easier tasks, apparently because they wished to protect the reputation they had just <b>been</b> given.</span>","v./aux. ★是(be 的过去分词)<br>在一项研究中，因解出一道简单谜题而被夸""聪明""的学生，后来选择了更简单的任务，显然是想保护刚刚获得的那个名声。<br><i>2022年6月 第1套 · 仔细阅读 · Passage One</i><br>have been to 去过",A
"it<br><span style='font-size:14px'>Shoppers who would ignore an item at <b>its</b> original price suddenly want it, not because they need it but because they feel they would be foolish to miss the opportunity.</span>",pron. ★它 / 这 / 那<br>按原价时根本不会看一眼的购物者，突然就想要了，不是因为需要，而是因为觉得错过这个机会太蠢。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>—,A
"less<br><span style='font-size:14px'>People share material that expresses emotion, and rumours tend to be written in emotional language, whereas corrections are sober and careful, which makes them far <b>less</b> attractive.</span>",adj./adv. ★较少的 / 更少地 / 不如<br>人们会转发带有情绪的内容，而谣言往往用情绪化的语言写成，相比之下辟谣文字克制而谨慎，吸引力就差得多。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>less than 少于,A
"reduce<br><span style='font-size:14px'>Retailers understand the mechanism perfectly, which is why the original price is almost always displayed beside the <b>reduced</b> one.</span>","v. ★减少,缩小 / 使沦为 / 降价<br>零售商对这套机制了如指掌，所以降价旁边几乎总会标出原价。<br><i>2021年12月 第1套 · 仔细阅读 · Passage One</i><br>reduce by 减少了",A
there<br><span style='font-size:14px'><b>There</b> is a second factor.</span>,adv. ★那里 / 在那边 / 存在<br>还有第二个因素。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>there be 有,A
"where<br><span style='font-size:14px'><b>Where</b> villagers are employed as guides, or where a proportion of the entrance fee is returned to the community, attitudes change within a few years, and local residents begin to report illegal hunting themselves.</span>",adv./conj. ★在哪里 / 在…的地方<br>在村民被雇来做导游、或门票收入有一部分返还给社区的地方，几年之内态度就会转变，当地居民甚至会主动举报非法狩猎。<br><i>2021年12月 第1套 · 仔细阅读 · Passage Two</i><br>—,A
"day<br><span style='font-size:14px'>Grades tend to rise, partly because students are assessed on their best work rather than their worst <b>day</b>, but employers sometimes complain that they can no longer compare graduates from different institutions.</span>","n. ★天,日 / 白天 / 时期 / 全盛期<br>成绩往往会上升，部分原因是学生按最好的表现而不是最糟的一天被评价，但雇主有时会抱怨他们再也无法比较不同学校的毕业生。<br><i>2023年12月 第1套 · 仔细阅读 · Passage One</i><br>these days 如今",A
"different<br><span style='font-size:14px'>Grades tend to rise, partly because students are assessed on their best work rather than their worst day, but employers sometimes complain that they can no longer compare graduates from <b>different</b> institutions.</span>",adj. ★不同的 / 各种各样的 / 与众不同的<br>成绩往往会上升，部分原因是学生按最好的表现而不是最糟的一天被评价，但雇主有时会抱怨他们再也无法比较不同学校的毕业生。<br><i>2023年12月 第1套 · 仔细阅读 · Passage One</i><br>be different from 与…不同,A
"each<br><span style='font-size:14px'>Researchers measured this by comparing how novel <b>each</b> message was, and found that falsehoods were consistently rated as more unexpected.</span>",adj./pron. ★每个 / 各自<br>研究人员通过衡量每条信息的新奇程度测出了这一点，发现虚假信息一贯被评为更出人意料。<br><i>2021年6月 第1套 · 仔细阅读 · Passage One</i><br>each other 互相,A
education<br><span style='font-size:14px'>This does not mean that <b>education</b> is wasted.</span>,n. ★教育 / 培养 / 教育学<br>这并不意味着教育白费力气。<br><i>2024年6月 第1套 · 仔细阅读 · Passage One</i><br>higher education 高等教育,A
